year,date,tournament,level,division,category,placement,total_teams,school,city,state
2010,,2010-05-22_nationals_c,Nationals,C,nationals,24,60,Wichita Collegiate School,Wichita,KS
2010,,2010-05-22_nationals_c,Nationals,C,nationals,25,60,Bismarck Mandan Area Home Educators,Bismarck,ND
2010,,2010-05-22_nationals_c,Nationals,C,nationals,26,60,Eastview High School,Apple Valley,MN
2010,,2010-05-22_nationals_c,Nationals,C,nationals,27,60,Gulf Breeze High School,Gulf Breeze,FL
2010,,2010-05-22_nationals_c,Nationals,C,nationals,28,60,duPont Manual High School,Louisville,KY
2010,,2010-05-22_nationals_c,Nationals,C,nationals,29,60,Madison West High School,Madison,WI
2010,,2010-05-22_nationals_c,Nationals,C,nationals,30,60,Stanwood High School,Stanwood,WA
2010,,2010-05-22_nationals_c,Nationals,C,nationals,31,60,Charter School of Wilmington,Wilmington,DE
2010,,2010-05-22_nationals_c,Nationals,C,nationals,32,60,Poudre High School,Fort Collins,CO
2010,,2010-05-22_nationals_c,Nationals,C,nationals,33,60,West Windsor-Plainsboro High School South,West Windsor,NJ
2010,,2010-05-22_nationals_c,Nationals,C,nationals,34,60,Montgomery Bell Academy,Nashville,TN
2010,,2010-05-22_nationals_c,Nationals,C,nationals,35,60,Albuquerque Academy,Albuquerque,NM
2010,,2010-05-22_nationals_c,Nationals,C,nationals,36,60,Bellevue East High School,Bellevue,NE
2010,,2010-05-22_nationals_c,Nationals,C,nationals,37,60,Randolph School,Huntsville,AL
2010,,2010-05-22_nationals_c,Nationals,C,nationals,38,60,Acton-Boxborough Regional High School,Acton,MA
2010,,2010-05-22_nationals_c,Nationals,C,nationals,39,60,Davis High School,Kaysville,UT
2010,,2010-05-22_nationals_c,Nationals,C,nationals,40,60,Baton Rouge Magnet High School,Baton Rouge,LA
2010,,2010-05-22_nationals_c,Nationals,C,nationals,41,60,Langley High School,McLean,VA
2010,,2010-05-22_nationals_c,Nationals,C,nationals,42,60,Catalina Foothills High School,Tucson,AZ
2010,,2010-05-22_nationals_c,Nationals,C,nationals,43,60,Helena High School,Helena,MT
2010,,2010-05-22_nationals_c,Nationals,C,nationals,44,60,Hopkins School,New Haven,CT
2010,,2010-05-22_nationals_c,Nationals,C,nationals,45,60,Barrington High School,Barrington,RI
2010,,2010-05-22_nationals_c,Nationals,C,nationals,46,60,River Hill High School,Clarksville,MD
2010,,2010-05-22_nationals_c,Nationals,C,nationals,47,60,Clinton High School,Clinton,SC
2010,,2010-05-22_nationals_c,Nationals,C,nationals,48,60,Waterville Senior High School,Waterville,ME
2010,,2010-05-22_nationals_c,Nationals,C,nationals,49,60,Merrimack High School,Merrimack,NH
2010,,2010-05-22_nationals_c,Nationals,C,nationals,50,60,Bishop Kelly High School,Boise,ID
2010,,2010-05-22_nationals_c,Nationals,C,nationals,51,60,Mililani High School,Mililani,HI
2010,,2010-05-22_nationals_c,Nationals,C,nationals,52,60,Parklane Academy,McComb,MS
2010,,2010-05-22_nationals_c,Nationals,C,nationals,53,60,Central High School,Cheyenne,WY
2010,,2010-05-22_nationals_c,Nationals,C,nationals,54,60,Ed W. Clark High School,Las Vegas,NV
2010,,2010-05-22_nationals_c,Nationals,C,nationals,55,60,Yankton High School,Yankton,SD
2010,,2010-05-22_nationals_c,Nationals,C,nationals,56,60,Saint Mary's Academy,Portland,OR
2010,,2010-05-22_nationals_c,Nationals,C,nationals,57,60,Ames High School,Ames,IA
2010,,2010-05-22_nationals_c,Nationals,C,nationals,58,60,Colony High School,Palmer,AK
2010,,2010-05-22_nationals_c,Nationals,C,nationals,59,60,Maple Valley High School,Tower City,ND
2010,,2010-05-22_nationals_c,Nationals,C,nationals,60,60,Boca Raton Community High School,Boca Raton,FL
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,1,36,Mark Keppel High School,Alhambra,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,2,36,Viewpoint School,Calabasas,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,3,36,Ramona Convent Secondary School,Alhambra,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,4,36,Valley Christian High School,Cerritos,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,5,36,Diamond Bar High School,Diamond Bar,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,6,36,Arcadia High School,Arcadia,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,7,36,Walnut High School,Walnut,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,8,36,South High School,Torrance,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,9,36,Palos Verdes Peninsula High School,Rolling Hills Estates,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,10,36,Valencia High School,Valencia,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,11,36,San Dimas High School,San Dimas,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,12,36,Brentwood School,Los Angeles,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,13,36,Glen A. Wilson High School,Hacienda Heights,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,14,36,Los Altos High School,Hacienda Heights,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,15,36,Workman High School,City of Industry,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,16,36,Westridge School for Girls,Pasadena,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,17,36,North Hollywood High School,North Hollywood,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,18,36,Palos Verdes High School,Palos Verdes Estates,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,19,36,Temple City High School,Temple City,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,20,36,Rowland High School,Rowland Heights,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,21,36,Saint Lucy’s Priory High School,Glendora,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,22,36,Redondo Union High School,Redondo Beach,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,23,36,Rosemead High School,Rosemead,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,24,36,Francisco Bravo Senior High Medical Magnet,Los Angeles,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,25,36,Edward R. Roybal Learning Center,Los Angeles,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,26,36,Arroyo High School,El Monte,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,27,36,San Gabriel High School,San Gabriel,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,28,36,South Pasadena High School,South Pasadena,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,29,36,Beverly Hills High School,Beverly Hills,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,30,36,San Marino High School,San Marino,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,31,36,Claremont High School,Claremont,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,32,36,Westlake High School,Thousand Oaks,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,33,36,Oak Park High School,Oak Park,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,34,36,Royal Oaks STEAM Academy,Duarte,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,35,36,West Ranch High School,Stevenson Ranch,CA
2011,2011-02-26,2011-02-26_sCA_los_angeles_regional_c,Regionals,C,sca_regional,36,36,Alhambra High School,Alhambra,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,1,22,Aliso Niguel High School,Aliso Niguel,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,2,22,Canyon High School,Anaheim,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,3,22,Dana Hills High School,Dana Point,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,4,22,Edison High School,Huntington Beach,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,5,22,El Modena High School,Orange,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,6,22,Fountain Valley High School,Fountain Valley,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,7,22,Fullerton Union High School,Fullerton,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,8,22,Huntington Beach High School,Huntington Beach,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,9,22,Irvine High School,Irvine,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,10,22,Los Alamitos High School,Los Alamitos,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,11,22,Los Amigos High School,Fountain Valley,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,12,22,Mission Viejo High School,Mission Viejo,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,13,22,Northwood High School,Irvine,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,14,22,Pacifica High School,,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,15,22,Sonora High School,La Habra,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,16,22,Tesoro High School,Rancho Santa Margarita,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,17,22,Trabuco Hills High School,Mission Viejo,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,18,22,Troy High School,Fullerton,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,19,22,University High School,Irvine,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,20,22,Valencia High School,Placentia,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,21,22,Villa Park High School,Villa Park,CA
2011,2011-03-04,2011-03-04_sCA_orange_county_regional_c,Regionals,C,sca_regional,22,22,Woodbridge High School,Irvine,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,42,24,Bella Vista High School,Fair Oaks,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,26,24,Buchanan High School,Clovis,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,40,24,Clovis North High School,Fresno,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,31,24,Clovis West High School,Fresno,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,45,24,Downey High School,Modesto,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,32,24,Exeter Union High School,Exeter,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,41,24,Franklin High School,Elk Grove,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,28,24,Franklin High School,Stockton,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,48,24,Henry M. Gunn High School,Palo Alto,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,33,24,Lodi High School,Lodi,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,47,24,Milpitas High School,Milpitas,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,34,24,Mira Loma High School,Sacramento,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,30,24,Mission San Jose High School,Fremont,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,46,24,Modesto Christian School,,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,36,24,Modesto High School,Modesto,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,29,24,Oakdale High School,Oakdale,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,35,24,Palo Alto High School,Palo Alto,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,25,24,Redwood High School,Visalia,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,27,24,Sheldon High School,Sacramento,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,43,24,Tokay High School,Lodi,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,44,24,Tracy High School,,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,38,24,Tulare Union High School,Tulare,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,37,24,Tulare Western High School,,CA
2011,2011-04-09,2011-04-09_nCA_states_c,States,C,ca_states,39,24,University High School,Fresno,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,1,26,Matthew Gage Middle School,Riverside,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,2,26,Cerro Villa Middle School,Villa Park,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,3,26,Hermosa Valley School,Hermosa Beach,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,4,26,Carmel Valley Middle School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,5,26,Earl Warren Middle School,Solana Beach,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,6,26,Rancho Pico Junior High School,Stevenson Ranch,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,7,26,Oak Valley Middle School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,8,26,Thurgood Marshall Middle School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,9,26,Upland Junior High School,Upland,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,10,26,Torrey Hills School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,11,26,Mesa Verde Middle School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,12,26,Van Avery Prep,Temecula,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,13,26,Rancho San Joaquin Middle School,Irvine,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,14,26,Beechwood School,Fullerton,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,15,26,Frank Augustus Miller Middle School,Riverside,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,16,26,Dana Middle School,Arcadia,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,17,26,Muscatel Middle School,Rosemead,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,18,26,Suzanne Middle School,Walnut,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,19,26,Meadowbrook Middle School,Poway,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,20,26,Pioneer Middle School,Tustin,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,21,26,Carmenita Middle School,Cerritos,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,22,26,South Pointe Middle School,Walnut,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,23,26,Hawthorne Middle School,Hawthorne,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,24,26,C. E. Utt Middle School,Tustin,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,25,26,Black Mountain Middle School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_b,States,B,ca_states,26,26,Gidley Middle School,El Monte,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,1,26,Mt. Carmel High School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,2,26,Irvine High School,Irvine,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,3,26,Arcadia High School,Arcadia,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,4,26,Montclair High School,Montclair,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,5,26,Torrey Pines High School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,6,26,Palos Verdes Peninsula High School,Rolling Hills Estates,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,7,26,Chaparral High School,Temecula,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,8,26,University High School,Irvine,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,9,26,San Marino High School,San Marino,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,10,26,University City High School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,11,26,Aliso Niguel High School,Aliso Niguel,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,12,26,Canyon High School,Anaheim,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,13,26,Mark Keppel High School,Alhambra,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,14,26,Canyon Crest Academy,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,15,26,Troy High School,Fullerton,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,16,26,Etiwanda High School,Rancho Cucamonga,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,17,26,Diamond Bar High School,Diamond Bar,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,18,26,North Hollywood High School,North Hollywood,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,19,26,Francis Parker School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,20,26,Northwood High School,Irvine,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,21,26,Temecula Valley High School,Temecula,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,22,26,Great Oak High School,Temecula,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,23,26,Rosemead High School,Rosemead,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,24,26,Westview High School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,25,26,Rancho Bernardo High School,San Diego,CA
2011,2011-04-09,2011-04-09_sCA_states_c,States,C,ca_states,26,26,Los Altos High School,Hacienda Heights,CA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,46,60,Solon Middle School,Solon,OH
2011,,2011-05-21_nationals_b,Nationals,B,nationals,28,60,Marie Murphy School,Wilmette,IL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,21,60,J.C. Booth Middle School,Peachtree City,GA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,33,60,Muscatel Middle School,Rosemead,CA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,27,60,Magsig Middle School,Centerville,OH
2011,,2011-05-21_nationals_b,Nationals,B,nationals,25,60,Lakeshore Middle School,Grand Haven,MI
2011,,2011-05-21_nationals_b,Nationals,B,nationals,39,60,Paul J. Gelinas Junior High School,Setauket,NY
2011,,2011-05-21_nationals_b,Nationals,B,nationals,59,60,Winston Churchill Middle School,Carmichael,CA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,40,60,Pembroke Hill School,Kansas City,MO
2011,,2011-05-21_nationals_b,Nationals,B,nationals,13,60,Eagle Hill Middle School,Manlius,NY
2011,,2011-05-21_nationals_b,Nationals,B,nationals,50,60,Strath Haven Middle School,Wallingford,PA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,52,60,Thomas Jefferson Middle School,Valparaiso,IN
2011,,2011-05-21_nationals_b,Nationals,B,nationals,57,60,White Pines Intermediate School,Grand Haven,MI
2011,,2011-05-21_nationals_b,Nationals,B,nationals,10,60,Community Middle School,Plainsboro,NJ
2011,,2011-05-21_nationals_b,Nationals,B,nationals,12,60,Daniel Wright Junior High School,Lincolnshire,IL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,17,60,Hamilton Middle School,Madison,WI
2011,,2011-05-21_nationals_b,Nationals,B,nationals,6,60,Beckendorff Junior High School,Katy,TX
2011,,2011-05-21_nationals_b,Nationals,B,nationals,45,60,Shady Side Academy Middle School,Pittsburgh,PA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,23,60,Kilmer Middle School,Vienna,VA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,43,60,Riverwood Middle School,Humble,TX
2011,,2011-05-21_nationals_b,Nationals,B,nationals,14,60,ExCEL Homeschoolers,Vancouver,WA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,19,60,Holy Innocents' Episcopal School,Atlanta,GA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,36,60,Our Lady of the Valley School,Birmingham,AL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,18,60,H.B. du Pont Middle School,Hockessin,DE
2011,,2011-05-21_nationals_b,Nationals,B,nationals,49,60,Stanley Clark School,South Bend,IN
2011,,2011-05-21_nationals_b,Nationals,B,nationals,16,60,Friendship Christian School,Lebanon,TN
2011,,2011-05-21_nationals_b,Nationals,B,nationals,24,60,Ladue Middle School,St. Louis,MO
2011,,2011-05-21_nationals_b,Nationals,B,nationals,3,60,Arendell Parrott Academy,Kinston,NC
2011,,2011-05-21_nationals_b,Nationals,B,nationals,42,60,Preston Middle School,Fort Collins,CO
2011,,2011-05-21_nationals_b,Nationals,B,nationals,1,60,Albuquerque Area Homeschoolers,Albuquerque,NM
2011,,2011-05-21_nationals_b,Nationals,B,nationals,4,60,Auburn Junior High School,Auburn,AL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,41,60,Piedmont Middle School,Charlotte,NC
2011,,2011-05-21_nationals_b,Nationals,B,nationals,15,60,Fairfield Junior High School,Kaysville,UT
2011,,2011-05-21_nationals_b,Nationals,B,nationals,44,60,Russell Middle School,Flatwoods,KY
2011,,2011-05-21_nationals_b,Nationals,B,nationals,5,60,A.W. Coolidge Middle School,Reading,MA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,34,60,North Bethesda Middle School,Bethesda,MD
2011,,2011-05-21_nationals_b,Nationals,B,nationals,8,60,California Trail Middle School,Olathe,KS
2011,,2011-05-21_nationals_b,Nationals,B,nationals,31,60,Mission Middle School,Bellevue,NE
2011,,2011-05-21_nationals_b,Nationals,B,nationals,54,60,Treasure Valley Math and Science Center,Boise,ID
2011,,2011-05-21_nationals_b,Nationals,B,nationals,47,60,Saint Thomas Aquinas Catholic School,Wichita,KS
2011,,2011-05-21_nationals_b,Nationals,B,nationals,20,60,Hyde Park Middle School Academy of Science and Mathematics,Las Vegas,NV
2011,,2011-05-21_nationals_b,Nationals,B,nationals,35,60,Orlando Science Middle School,Orlando,FL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,22,60,Kenwood Trail Middle School,Lakeville,MN
2011,,2011-05-21_nationals_b,Nationals,B,nationals,2,60,Archimedean Middle Conservatory,Miami,FL
2011,,2011-05-21_nationals_b,Nationals,B,nationals,60,60,Yankton Middle School,Yankton,SD
2011,,2011-05-21_nationals_b,Nationals,B,nationals,56,60,Wachter Middle School,Bismarck,ND
2011,,2011-05-21_nationals_b,Nationals,B,nationals,37,60,Our Mother of Sorrows Catholic School,Tucson,AZ
2011,,2011-05-21_nationals_b,Nationals,B,nationals,48,60,Saint John Berchmans Catholic School,Shreveport,LA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,53,60,Timothy Edwards Middle School,South Windsor,CT
2011,,2011-05-21_nationals_b,Nationals,B,nationals,51,60,Teeland Middle School,Wasilla,AK
2011,,2011-05-21_nationals_b,Nationals,B,nationals,7,60,Bell Street Middle School,Clinton,SC
2011,,2011-05-21_nationals_b,Nationals,B,nationals,58,60,Wickford Middle School,North Kingstown,RI
2011,,2011-05-21_nationals_b,Nationals,B,nationals,32,60,Mount Vernon Middle School,Mount Vernon,IA
2011,,2011-05-21_nationals_b,Nationals,B,nationals,30,60,McCormick Junior High School,Cheyenne,WY
2011,,2011-05-21_nationals_b,Nationals,B,nationals,11,60,Corvallis Middle School,Corvallis,MT
2011,,2011-05-21_nationals_b,Nationals,B,nationals,38,60,Oxford Middle School,Oxford,MS
2011,,2011-05-21_nationals_b,Nationals,B,nationals,9,60,Catlin Gabel School,Portland,OR
2011,,2011-05-21_nationals_b,Nationals,B,nationals,26,60,LISA Academy West Middle School,Little Rock,AR
2011,,2011-05-21_nationals_b,Nationals,B,nationals,55,60,Troy Howard Middle School,Belfast,ME
2011,,2011-05-21_nationals_b,Nationals,B,nationals,29,60,Maui Preparatory Academy,Lahaina,HI
2011,,2011-05-21_nationals_c,Nationals,C,nationals,53,60,Solon High School,Solon,OH
2011,,2011-05-21_nationals_c,Nationals,C,nationals,16,60,Centerville High School,Centerville,OH
2011,,2011-05-21_nationals_c,Nationals,C,nationals,59,60,West Windsor-Plainsboro High School South,West Windsor,NJ
2011,,2011-05-21_nationals_c,Nationals,C,nationals,55,60,Troy High School,Fullerton,CA
2011,,2011-05-21_nationals_c,Nationals,C,nationals,49,60,Penncrest High School,Media,PA
2011,,2011-05-21_nationals_c,Nationals,C,nationals,26,60,Grand Haven High School,Grand Haven,MI
2011,,2011-05-21_nationals_c,Nationals,C,nationals,43,60,New Trier Township High School,Winnetka,IL
2011,,2011-05-21_nationals_c,Nationals,C,nationals,28,60,Harriton High School,Rosemont,PA
2011,,2011-05-21_nationals_c,Nationals,C,nationals,33,60,Liberal Arts and Science Academy,Austin,TX
2011,,2011-05-21_nationals_c,Nationals,C,nationals,38,60,Mira Loma High School,Sacramento,CA
2011,,2011-05-21_nationals_c,Nationals,C,nationals,25,60,Fayetteville-Manlius High School,Manlius,NY
2011,,2011-05-21_nationals_c,Nationals,C,nationals,36,60,Menomonie High School,Menomonie,WI
2011,,2011-05-21_nationals_c,Nationals,C,nationals,10,60,Bloomington High School South,Bloomington,IN
2011,,2011-05-21_nationals_c,Nationals,C,nationals,14,60,Camas High School,Camas,WA
2011,,2011-05-21_nationals_c,Nationals,C,nationals,40,60,Mounds View High School,Arden Hills,MN
2011,,2011-05-21_nationals_c,Nationals,C,nationals,3,60,Adlai E. Stevenson High School,Lincolnshire,IL
2011,,2011-05-21_nationals_c,Nationals,C,nationals,44,60,North Carolina School of Science and Mathematics,Durham,NC
